Título,Entidad,Ubicación,Convocatoria,Vacantes,Remuneración,Fecha Inicio,Fecha Fin,Departamento,,UNICOS
LICENCIADA EN ENFERMERIA,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,2,"S/. 2,364.19",9/04/2026,22/04/2026,0,,
MEDICO ESPECIALISTA,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 9,364.19",9/04/2026,22/04/2026,0,,
MEDICO ESPECIALISTA,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 7,664.19",9/04/2026,22/04/2026,0,,
MEDICO ESPECIALISTA,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 9,364.19",9/04/2026,22/04/2026,0,,
MEDICO ESPECIALISTA,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,2,"S/. 9,364.19",9/04/2026,22/04/2026,0,,
MEDICO ESPECIALISTA,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,3,"S/. 7,664.19",9/04/2026,22/04/2026,0,,
TECNICO EN ENFERMERIA,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,164.19",9/04/2026,22/04/2026,0,,
TECNICO EN ENFERMERIA,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,664.19",9/04/2026,22/04/2026,0,,
TECNICO EN FARMACIA,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,664.19",9/04/2026,22/04/2026,0,,
TECNICO EN MANTENIMIENTO,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,164.19",9/04/2026,22/04/2026,0,,
TECNICO EN NUTRICION,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,164.19",9/04/2026,22/04/2026,0,,
TECNOLOGO MEDICO,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 5,864.19",9/04/2026,22/04/2026,0,,
MEDICO GENERAL,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,3,"S/. 5,564.19",9/04/2026,22/04/2026,0,,
MEDICO GENERAL,HOSPITAL SANTA ROSA,MADRE DE DIOS - TAMBOPATA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 5,564.19",9/04/2026,22/04/2026,0,,
JEFE DE LA OFICINA DE PLANEAMIENTO Y PRESUPUESTO,MUNICIPALIDAD DISTRITAL DE LLOQUE,MOQUEGUA - LLOQUE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 3,900.00",9/04/2026,22/04/2026,0,,
JEFE DE LA UNIDAD DE LOGISTICA,MUNICIPALIDAD DISTRITAL DE LLOQUE,MOQUEGUA - LLOQUE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 3,450.00",9/04/2026,22/04/2026,0,,
JEFE DE LA UNIDAD DE TESORERIA,MUNICIPALIDAD DISTRITAL DE LLOQUE,MOQUEGUA - LLOQUE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 3,450.00",9/04/2026,22/04/2026,0,,
MÉDICO CARDIÓLOGO,HOSPITAL DE APOYO II-2 SULLANA,PIURA - SULLANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,2,"S/. 8,259.00",9/04/2026,22/04/2026,0,,
MÉDICO DERMATÓLOGO,HOSPITAL DE APOYO II-2 SULLANA,PIURA - SULLANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-5,1,"S/. 8,259.00",9/04/2026,22/04/2026,0,,
MÉDICO GASTROENTEROLOGO,HOSPITAL DE APOYO II-2 SULLANA,PIURA - SULLANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,1,"S/. 8,259.00",9/04/2026,22/04/2026,0,,
MÉDICO INFECTÓLOGO,HOSPITAL DE APOYO II-2 SULLANA,PIURA - SULLANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 8,259.00",9/04/2026,22/04/2026,0,,
MÉDICO NEUMÓLOGO,HOSPITAL DE APOYO II-2 SULLANA,PIURA - SULLANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-6,2,"S/. 8,259.00",9/04/2026,22/04/2026,0,,
MÉDICO NEUROLOGO,HOSPITAL DE APOYO II-2 SULLANA,PIURA - SULLANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-8,2,"S/. 8,259.00",9/04/2026,22/04/2026,0,,
MÉDICO REUMATOLOGO,HOSPITAL DE APOYO II-2 SULLANA,PIURA - SULLANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 8,259.00",9/04/2026,22/04/2026,0,,
ELECTRICISTA (REFRIGERACIÓN),MARINA DE GUERRA DEL PERU,PIURA - PAITA,276-001,1,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
MÉCANICO (SOLDADURA PLANCHADO),MARINA DE GUERRA DEL PERU,PIURA - PAITA,276-001,1,"S/. 1,816.00",9/04/2026,22/04/2026,0,,
PERSONAL DE MANTENIMIENTO,UNIDAD DE GESTION EDUCATIVA LOCAL- UGEL HUARMACA,PIURA - HUARMACA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-4,12,"S/. 1,514.19",9/04/2026,22/04/2026,0,,
INSPECTOR(A) DE MIGRACIONES,SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,PIURA - PIURA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-088,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
ASISTENTE EN GESTION ADMINISTRATIVA Y OPERATIVA,SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,PIURA - PIURA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-091,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,PUNO - MACUSANI,D.LEG 1057 - DETERMINADO (SUPLENCIA)-36,1,"S/. 3,164.19",9/04/2026,22/04/2026,0,,
ADMINISTRADOR/A DE TERMINALES,MUNICIPALIDAD PROVINCIAL DE AZANGARO,PUNO - AZANGARO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,500.00",9/04/2026,22/04/2026,0,,
ANALISTA EN PLANEAMIENTO Y PRESUPUESTO,MUNICIPALIDAD PROVINCIAL DE AZANGARO,PUNO - AZANGARO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,300.00",9/04/2026,22/04/2026,0,,
EVALUADOR(A),SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-083,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
FISCALIZADOR,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-01,1,"S/. 2,650.00",9/04/2026,22/04/2026,0,,
FISCALIZADOR EN EDIFICACIONES Y  HABILITACIONES URBANAS,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 2,650.00",9/04/2026,22/04/2026,0,,
FISCALIZADOR ESPECIALIZADO EN  SUPERVISION DE EDIFICACIONES,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 2,650.00",9/04/2026,22/04/2026,0,,
FISCALIZADOR ESPECIALIZADOS EN  SALUD,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 2,650.00",9/04/2026,22/04/2026,0,,
GESTOR DE CAPACITACIÓN EN FORMALIZACIÓN  LABORAL,GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-85,2,"S/. 3,364.19",9/04/2026,22/04/2026,0,,
GESTOR EN FORMALIZACIÓN LABORAL,GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-84,2,"S/. 3,364.19",9/04/2026,22/04/2026,0,,
INSPECTOR ESPECIALIZADOS EN  GESTION DE RIESGOS DE DESASTRES,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-05,1,"S/. 2,650.00",9/04/2026,22/04/2026,0,,
ORIENTADOR EN FORMALIZACIÓN LABORAL,GOBIERNO REGIONAL LA LIBERTAD,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-83,3,"S/. 2,864.19",9/04/2026,22/04/2026,0,,
PLANILLERO,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-08,2,"S/. 2,650.00",9/04/2026,22/04/2026,0,,
AGENTE DE  COMERCIO AMBULATORIO E INFORMAL,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,728-01,20,"S/. 1,750.00",9/04/2026,22/04/2026,0,,
CONDUCTORES,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,728-03,10,"S/. 1,550.00",9/04/2026,22/04/2026,0,,
OPERADORES DE CÁMARAS,MUNICIPALIDAD PROVINCIAL DE TRUJILLO,LA LIBERTAD - TRUJILLO,728-02,25,"S/. 1,850.00",9/04/2026,22/04/2026,0,,
COCINERO,COLEGIO MILITAR ELIAS AGUIRRE,LAMBAYEQUE - PIMENTEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 1,389.19",9/04/2026,22/04/2026,0,,
CONTADOR PUBLICO,COLEGIO MILITAR ELIAS AGUIRRE,LAMBAYEQUE - PIMENTEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,1,"S/. 2,344.19",9/04/2026,22/04/2026,0,,
MAYORDOMO,COLEGIO MILITAR ELIAS AGUIRRE,LAMBAYEQUE - PIMENTEL,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-2,2,"S/. 1,389.19",9/04/2026,22/04/2026,0,,
MÉDICO I,COLEGIO MILITAR ELIAS AGUIRRE,LAMBAYEQUE - PIMENTEL,276-1,1,"S/. 6,633.50",9/04/2026,22/04/2026,0,,
TRABAJADOR DE SERVICIO III (SUPLENCIA),COLEGIO MILITAR ELIAS AGUIRRE,LAMBAYEQUE - PIMENTEL,276-1,1,"S/. 3,246.00",9/04/2026,22/04/2026,0,,
TRABAJADOR DE SERVICIO III,UNIDAD EJECUTORA 300 - EDUCACION CHICLAYO,LAMBAYEQUE - CHICLAYO,276-004,1,"S/. 1,381.00",9/04/2026,22/04/2026,0,,
TRABAJADOR DE SERVICIO III,UNIDAD EJECUTORA 300 - EDUCACION CHICLAYO,LAMBAYEQUE - CHICLAYO,276-004,1,"S/. 1,416.00",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO II,CORTE SUPERIOR DE JUSTICIA DE LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,728-015,1,"S/. 5,670.00",9/04/2026,22/04/2026,0,,
AUXILIAR ADMINISTRATIVO II,CORTE SUPERIOR DE JUSTICIA DE LAMBAYEQUE,LAMBAYEQUE - CHICLAYO,728-015,1,"S/. 3,590.00",9/04/2026,22/04/2026,0,,
AUXILIAR DE NUTRICIÓN,HOSPITAL DE APOYO DEPARTAMENTAL MARIA AU,LIMA - SAN JUAN DE MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,2,"S/. 2,014.19",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA EN CIRUGÍA ONCOLÓGICA,HOSPITAL DE APOYO DEPARTAMENTAL MARIA AU,LIMA - SAN JUAN DE MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 7,664.19",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA EN ENFERMEDADES INFECCIOSAS Y TROPICALES,HOSPITAL DE APOYO DEPARTAMENTAL MARIA AU,LIMA - SAN JUAN DE MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 7,664.19",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA EN EPIDEMIOLOGIA,HOSPITAL DE APOYO DEPARTAMENTAL MARIA AU,LIMA - SAN JUAN DE MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 7,664.19",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA EN ONCOLOGÍA MÉDICA,HOSPITAL DE APOYO DEPARTAMENTAL MARIA AU,LIMA - SAN JUAN DE MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,2,"S/. 7,664.19",9/04/2026,22/04/2026,0,,
NUTRICIONISTA,HOSPITAL DE APOYO DEPARTAMENTAL MARIA AU,LIMA - SAN JUAN DE MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 3,964.19",9/04/2026,22/04/2026,0,,
PERSONAL DE LIMPIEZA Y MANTENIMIENTO,UNIDAD DE GESTION EDUCATIVA LOCAL N° 9,LIMA - HUALMAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-18,2,"S/. 1,514.19",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO,DIRECCION REGIONAL DE SALUD DE LIMA,LIMA - HUACHO,276-2,1,"S/. 2,874.00",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO,DIRECCION REGIONAL DE SALUD DE LIMA,LIMA - HUACHO,276-2,1,"S/. 2,874.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA EN DESARROLLO INFORMATICO I,DIRECCION REGIONAL DE SALUD DE LIMA,LIMA - HUACHO,276-2,1,"S/. 2,872.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA ADMINISTRATIVO I,DIRECCION REGIONAL DE SALUD DE LIMA,LIMA - HUACHO,276-02,2,"S/. 2,928.00",9/04/2026,22/04/2026,0,,
MEDICO,DIRECCION REGIONAL DE SALUD DE LIMA,LIMA - HUACHO,276-02,3,"S/. 7,248.00",9/04/2026,22/04/2026,0,,
QUIMICO,DIRECCION REGIONAL DE SALUD DE LIMA,LIMA - HUACHO,276-2,1,"S/. 5,797.00",9/04/2026,22/04/2026,0,,
TECNICO ADMINISTRATIVO I,DIRECCION REGIONAL DE SALUD DE LIMA,LIMA - HUACHO,276-02,1,"S/. 2,788.00",9/04/2026,22/04/2026,0,,
TECNICO DEPORTIVO CAS DE NÚCLEO DE LA INICIATIVA PEDAGÓGICA WIÑAQ,UNIDAD DE GESTION EDUCATIVA LOCAL Nº 16 BARRANCA,LIMA - BARRANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-04,1,"S/. 3,465.00",9/04/2026,22/04/2026,0,,
ASISTENTE (A) TECNICO (A) EN GESTION DEL RIESGO DE DESASTRES,MUNICIPALIDAD DISTRITAL DE SURQUILLO,LIMA - SURQUILLO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-56,1,"S/. 3,500.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA JURIDICO,SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS,LIMA - SANTIAGO DE SURCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-14,1,"S/. 5,600.00",9/04/2026,22/04/2026,0,,
UN/A (01) ANALISTA EN CONTRATACIONES,SUPERINTENDENCIA NACIONAL DE SALUD (SUSALUD),LIMA - SANTIAGO DE SURCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-042,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
UN/A (01) ESPECIALISTA EN COMUNICACIONES,SUPERINTENDENCIA NACIONAL DE SALUD (SUSALUD),LIMA - SANTIAGO DE SURCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-041,1,"S/. 6,500.00",9/04/2026,22/04/2026,0,,
UN/A (01) ESPECIALISTA EN CONTRATACIONES,SUPERINTENDENCIA NACIONAL DE SALUD (SUSALUD),LIMA - SANTIAGO DE SURCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-043,1,"S/. 8,000.00",9/04/2026,22/04/2026,0,,
UN/A (01) ESPECIALISTA LEGAL,SUPERINTENDENCIA NACIONAL DE SALUD (SUSALUD),LIMA - SANTIAGO DE SURCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-040,1,"S/. 8,000.00",9/04/2026,22/04/2026,0,,
UN/A (01) ESPECIALISTA LEGAL,SUPERINTENDENCIA NACIONAL DE SALUD (SUSALUD),LIMA - SANTIAGO DE SURCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-046,1,"S/. 7,000.00",9/04/2026,22/04/2026,0,,
UN/A (01) ESPECIALISTA LEGAL,SUPERINTENDENCIA NACIONAL DE SALUD (SUSALUD),LIMA - SANTIAGO DE SURCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-039,1,"S/. 8,000.00",9/04/2026,22/04/2026,0,,
AUXILIAR ADMINISTRATIVO I,ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES-OSIPTEL,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-35,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
AUXILIAR ADMINISTRATIVO II,ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES-OSIPTEL,LIMA - SAN BORJA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-36,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO(A) 2 ORH,INDECOPI,LIMA - SAN BORJA,728-032,1,"S/. 3,600.00",9/04/2026,22/04/2026,0,,
EJECUTIVO 1,INDECOPI,LIMA - SAN BORJA,728-031,1,"S/. 8,200.00",9/04/2026,22/04/2026,0,,
EJECUTIVO(A) 2 - SCO,INDECOPI,LIMA - SAN BORJA,728-033,1,"S/. 9,500.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA 1,INDECOPI,LIMA - SAN BORJA,728-034,3,"S/. 5,800.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA 2,INDECOPI,LIMA - SAN BORJA,728-030,1,"S/. 4,000.00",9/04/2026,22/04/2026,0,,
UN/A (01) ASISTENTE ADMINISTRATIVO 1 – SUPLENCIA,INDECOPI,LIMA - SAN BORJA,728-035,1,"S/. 3,800.00",9/04/2026,22/04/2026,0,,
EJECUTIVO 1,INDECOPI,LIMA - SAN BORJA,728-028,1,"S/. 9,500.00",9/04/2026,22/04/2026,0,,
COORDINADOR III PARA LA UNIDAD FUNCIONAL DE PROYECTOS DE INNOVACIÓN TRANSFORMACIÓN DIGITAL,MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,LIMA - MIRAFLORES,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-149,1,"S/. 12,364.19",9/04/2026,22/04/2026,0,,
SERENO CHOFER,MUNICIPALIDAD DE  MAGDALENA DEL MAR,LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-023,92,"S/. 2,450.00",9/04/2026,22/04/2026,0,,
SERENO MOTORIZADO,MUNICIPALIDAD DE  MAGDALENA DEL MAR,LIMA - MAGDALENA DEL MAR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-024,60,"S/. 2,400.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA EN COMUNICACIÓN SOCIAL,SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 7,000.00",9/04/2026,22/04/2026,0,,
ESPECIALISTA EN GESTIÓN DE INFORMACIÓN DE PROCESOS JUDICIALES Y ARBITRALES,SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-103,1,"S/. 8,000.00",9/04/2026,22/04/2026,0,,
TÉCNICO/A ADMINISTRATIVO/A,"SUPERINTENDENCIA DE TRANSPORTE TERRESTRE DE PERSONAS, CARGA Y MERCANCIAS - SUTRAN",LIMA - JESUS MARIA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-100,1,"S/. 2,000.00",9/04/2026,22/04/2026,0,,
PSICOLOGO/A II,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR - INABIF,LIMA - CHACLACAYO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-120,1,"S/. 2,500.00",9/04/2026,22/04/2026,0,,
ANALISTA EN GESTIÓN DE RIESGOS MIGRATORIOS,SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - BREÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-101,1,"S/. 6,000.00",9/04/2026,22/04/2026,0,,
ASISTENTE ADMINISTRATIVO(A),SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - BREÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-092,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
ASISTENTE DE CAMARAS DE VIDEOVIGILANCIA,SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,LIMA - BREÑA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-099,2,"S/. 3,500.00",9/04/2026,22/04/2026,0,,
PILOTO DE AMBULANCIA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,800.00",9/04/2026,22/04/2026,0,,
QUIMICO FARMACEUTICO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 5,500.00",9/04/2026,22/04/2026,0,,
QUÍMICO FARMACÉUTICO,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 2,900.00",9/04/2026,22/04/2026,0,,
TECNICO/A EN ENFERMERÍA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,800.00",9/04/2026,22/04/2026,0,,
TÉCNICO ELECTRISISTA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,800.00",9/04/2026,22/04/2026,0,,
TÉCNICO/A EN ENFERMERÍA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,800.00",9/04/2026,22/04/2026,0,,
TÉCNICO/A EN FARMACIA,UNIDAD EJECUTORA 403-1169 - REGION CUSCO - HOSPITAL ANTONIO LORENA,CUSCO - SANTIAGO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 1,400.00",9/04/2026,22/04/2026,0,,
EVALUADOR(A),SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,CUSCO - CUSCO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-098,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
TECNCO EN BIBLIOTECA  I,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,276-04,1,"S/. 1,418.00",9/04/2026,22/04/2026,0,,
TRABAJADOR DE SERVICIO I,UNIDAD DE GESTION EDUCATIVA LOCAL HUANCAVELICA,HUANCAVELICA - HUANCAVELICA,276-4,1,"S/. 1,381.00",9/04/2026,22/04/2026,0,,
ASISTENTE EN SERVICIOS DE COMUNICACIONES,PODER JUDICIAL,HUANUCO - PUERTO INCA,728-007,1,"S/. 3,590.00",9/04/2026,22/04/2026,0,,
TECNICO ADMINISTRATIVO,OFICINA REGIONAL ORIENTE,HUANUCO - AMARILIS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-003,1,"S/. 1,664.19",9/04/2026,22/04/2026,0,,
UN (01) ASISTENTE ADMINISTRATIVO PARA LA OFICINA DE TESORERÍA DE LA OFICINA GENERAL DE ADMINISTRACIÓN,MUNICIPALIDAD PROVINCIAL DE HUANUCO,HUANUCO - HUANUCO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-1,1,"S/. 3,000.00",9/04/2026,22/04/2026,0,,
DOCENTE,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,HUANUCO - RUPA-RUPA,DOCENTES UNIVERSITARIOS LEY 30220-001,1,"S/. 3,133.00",9/04/2026,22/04/2026,0,,
DOCNETE DC-A1,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA,HUANUCO - RUPA-RUPA,DOCENTES UNIVERSITARIOS LEY 30220-001,1,"S/. 6,850.00",9/04/2026,22/04/2026,0,,
MÉDICO ESPECIALISTA -  PEDIATRÍA,SEGURO SOCIAL DE SALUD,ICA - PISCO,728-003,1,"S/. 8,902.00",9/04/2026,22/04/2026,0,,
